Sample:float,Data:float,
968.0,19520.0,
969.0,20656.0,
970.0,17872.0,
971.0,12208.0,
972.0,5936.0,
973.0,1280.0,
974.0,192.0,
975.0,2928.0,
976.0,8592.0,
977.0,14976.0,
978.0,19520.0,
979.0,20640.0,
980.0,17760.0,
981.0,12192.0,
982.0,5840.0,
983.0,1312.0,
984.0,192.0,
985.0,2960.0,
986.0,8672.0,
987.0,14992.0,
988.0,20352.0,
989.0,20624.0,
990.0,17808.0,
991.0,12112.0,
992.0,5712.0,
993.0,1248.0,
994.0,192.0,
995.0,3056.0,
996.0,8704.0,
997.0,15792.0,
998.0,19568.0,
999.0,20656.0,
1000.0,17728.0,
1001.0,12144.0,
1002.0,5776.0,
1003.0,1248.0,
1004.0,208.0,
1005.0,3120.0,
1006.0,8784.0,
1007.0,15056.0,
1008.0,19616.0,
1009.0,20592.0,
1010.0,17696.0,
1011.0,12032.0,
1012.0,5712.0,
1013.0,1216.0,
1014.0,224.0,
1015.0,3136.0,
1016.0,8768.0,
1017.0,15136.0,
1018.0,19648.0,
1019.0,20608.0,
1020.0,17728.0,
1021.0,12016.0,
1022.0,5664.0,
1023.0,1184.0,
